Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
zmb_ai_mechz_death_fall,raw\sound\zmb\ai\mechz\v2\death\killimp.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,91,91,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,75,95,0.25,1,3d,default,nonlooping,,1,0,50,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_death_imp,raw\sound\zmb\ai\mechz\v2\death\killshot.LN50.pc.snd.wav,zmb_ai_mechz_death_rise,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,91,91,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,75,95,0.25,1,3d,default,nonlooping,,1,0,50,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_death_rise,raw\sound\zmb\ai\mechz\v2\death\rise.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,85,85,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,75,95,0.25,1,3d,default,nonlooping,,1,1000,50,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_destruction,raw\sound\zmb\ai\mechz\v2\destruction\destruction_00.LN50.pc.snd.wav,zmb_ai_mechz_vox_pain,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_destruction,raw\sound\zmb\ai\mechz\v2\destruction\destruction_01.LN50.pc.snd.wav,zmb_ai_mechz_vox_pain,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_destruction,raw\sound\zmb\ai\mechz\v2\destruction\destruction_02.LN50.pc.snd.wav,zmb_ai_mechz_vox_pain,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_flame_loop,raw\sound\zmb\ai\mechz\v2\flame\loop.LL50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,84,84,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,65,95,0.25,1,3d,default,looping,,1,0,50,125,99,0,no,no,none,0,,no,,,no,no,no,0,0,yes,yes,,0,,no,no,no
zmb_ai_mechz_flame_start,raw\sound\zmb\ai\mechz\v2\flame\start.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,84,84,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,65,95,0.25,1,3d,default,nonlooping,,1,0,50,125,99,0,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_flame_stop,raw\sound\zmb\ai\mechz\v2\flame\stop.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,84,84,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,65,95,0.25,1,3d,default,nonlooping,,1,0,50,125,99,0,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_incoming_alarm,raw\sound\zmb\ai\mechz\v2\incoming_alarm.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,92,0,80,80,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,0,0,95,100,0,1,2d,quad,nonlooping,,1,0,0,0,0,0,no,yes,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_intro,raw\sound\zmb\ai\mechz\v2\jump_in_118.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,80,0,95,95,750,1500,2500,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_intro_alarm,raw\sound\zmb\ai\mechz\vox\alarm_2.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,80,0,86,86,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_jump,raw\sound\zmb\ai\mechz\v2\jump\jump_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,83,83,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_jump,raw\sound\zmb\ai\mechz\v2\jump\jump_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,83,83,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_land,raw\sound\zmb\ai\mechz\v2\land\land_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_land,raw\sound\zmb\ai\mechz\v2\land\land_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_land,raw\sound\zmb\ai\mechz\v2\land\land_02.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,375,875,1125,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_rocket_loop,raw\sound\zmb\ai\mechz\v2\rocket\loop.LL50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,625,1500,2000,allon,default,allon,default,8,8,priority,oldest,0,0,50,95,0.25,1,3d,default,looping,,1,0,0,0,0,0,yes,no,none,0,,yes,,,no,no,no,0,0,yes,yes,,0,,no,no,no
zmb_ai_mechz_rocket_start,raw\sound\zmb\ai\mechz\v2\rocket\start.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,625,1500,2000,allon,default,allon,default,8,8,priority,oldest,0,0,50,95,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_rocket_stop,raw\sound\zmb\ai\mechz\v2\rocket\stop.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,625,1500,2000,allon,default,allon,default,8,8,priority,oldest,0,0,50,95,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_swing_a,raw\sound\zmb\ai\mechz\v2\melee_a.LN50.pc.snd.wav,zmb_ai_mechz_vox_swing,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,175,625,750,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_swing_b,raw\sound\zmb\ai\mechz\v2\melee_b.LN50.pc.snd.wav,zmb_ai_mechz_vox_swing,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,86,86,175,625,750,allon,default,allon,default,8,8,priority,oldest,0,0,55,95,0.25,1,3d,default,nonlooping,,1,0,100,125,99,0,yes,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\ambient\ambient_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\ambient\ambient_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\ambient\ambient_02.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\ambient\ambient_03.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\ambient\ambient_04.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_02.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_ambient,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_03.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,78,78,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\ambient\ambient_00.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\ambient\ambient_01.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\ambient\ambient_02.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\ambient\ambient_03.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\ambient\ambient_04.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_00.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_01.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_02.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_angry,raw\sound\zmb\ai\mechz\vox\angry_nh\angry_nh_03.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,91,91,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,300,50,75,99,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_death,raw\sound\zmb\ai\mechz\vox\death\death_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_death,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_00.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_death,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_01.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_death,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_02.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,250,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\death_nh\death_nh_02.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,exterior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\pain\pain_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\pain\pain_01.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\pain\pain_02.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_pain,raw\sound\zmb\ai\mechz\vox\pain\pain_03.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,85,85,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
zmb_ai_mechz_vox_swing,raw\sound\zmb\ai\mechz\vox\swing\swing_00.LN50.pc.snd.wav,,loaded,bus_hdrfx,grp_hdrfx,snp_hdrfx,,75,0,81,81,125,1000,1500,allon,default,allon,default,8,8,priority,oldest,0,0,50,90,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,yes,no,none,0,,no,f35,interior,no,no,no,0,0,yes,no,,0,,no,no,no
